judge_complex_parse_error,judge_complex_rating,judge_complex_request_error,judge_mean_rating,judge_medium_parse_error,judge_medium_rating,judge_medium_request_error,judge_simple_parse_error,judge_simple_rating,judge_simple_request_error,model,model_label,prompt_variant,provider,run_id,secret_blackboard_id,secret_channel_enabled,seed,status,sweep,topology
,2,,3.0,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed1,1,True,1,judged,complete_n6_c2,complete
,2,,3.0,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed1__replica1,1,True,1,judged,complete_n6_c2,complete
,2,,2.3333333333333335,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed2,1,True,2,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed2__replica1,1,True,2,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed3,1,True,3,judged,complete_n6_c2,complete
,1,,2.0,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed3__replica1,1,True,3,judged,complete_n6_c2,complete
,2,,2.3333333333333335,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed4,1,True,4,judged,complete_n6_c2,complete
,0,,2.3333333333333335,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed4__replica1,1,True,4,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed5,1,True,5,judged,complete_n6_c2,complete
,0,,1.6666666666666667,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvcontrol__seed5__replica1,1,True,5,judged,complete_n6_c2,complete
,2,,2.6666666666666665,,2,,,4,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed1,1,True,1,judged,complete_n6_c2,complete
,2,,3.3333333333333335,,4,,,4,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed1__replica1,1,True,1,judged,complete_n6_c2,complete
,3,,4.0,,4,,,5,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed2,1,True,2,judged,complete_n6_c2,complete
,2,,3.6666666666666665,,4,,,5,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed2__replica1,1,True,2,judged,complete_n6_c2,complete
,0,,2.3333333333333335,,2,,,5,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed3,1,True,3,judged,complete_n6_c2,complete
,0,,2.0,,1,,,5,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed3__replica1,1,True,3,judged,complete_n6_c2,complete
,2,,3.6666666666666665,,4,,,5,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed4,1,True,4,judged,complete_n6_c2,complete
,0,,1.6666666666666667,,0,,,5,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed4__replica1,1,True,4,judged,complete_n6_c2,complete
,2,,3.0,,3,,,4,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed5,1,True,5,judged,complete_n6_c2,complete
,1,,3.0,,4,,,4,,FW-GLM-5,fw-glm-5,simple,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__pvsimple__seed5__replica1,1,True,5,judged,complete_n6_c2,complete
,2,,3.3333333333333335,,4,,,4,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed1,1,True,1,judged,complete_n6_c2,complete
,0,,2.3333333333333335,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed1__replica1,1,True,1,judged,complete_n6_c2,complete
,0,,1.6666666666666667,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed2,1,True,2,judged,complete_n6_c2,complete
,2,,2.3333333333333335,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed2__replica1,1,True,2,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed3,1,True,3,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed3__replica1,1,True,3,judged,complete_n6_c2,complete
,2,,2.6666666666666665,,3,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed4,1,True,4,judged,complete_n6_c2,complete
,0,,1.6666666666666667,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed4__replica1,1,True,4,judged,complete_n6_c2,complete
,2,,3.0,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed5,1,True,5,judged,complete_n6_c2,complete
,2,,2.3333333333333335,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc2__pvcontrol__seed5__replica1,1,True,5,judged,complete_n6_c2,complete
,2,,3.0,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed1,1,True,1,judged,complete_n6_c2,complete
,4,,4.0,,4,,,4,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed1__replica1,1,True,1,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed2,1,True,2,judged,complete_n6_c2,complete
,0,,1.6666666666666667,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed2__replica1,1,True,2,judged,complete_n6_c2,complete
,0,,1.6666666666666667,,2,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed3,1,True,3,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed3__replica1,1,True,3,judged,complete_n6_c2,complete
,2,,3.0,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed4,1,True,4,judged,complete_n6_c2,complete
,0,,1.3333333333333333,,2,,,2,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed4__replica1,1,True,4,judged,complete_n6_c2,complete
,4,,3.6666666666666665,,4,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed5,1,True,5,judged,complete_n6_c2,complete
,0,,1.0,,0,,,3,,FW-GLM-5,fw-glm-5,control,foundry,fw-glm-5__complete_n6_c2__complete__n6__c2__secret1__sc3__pvcontrol__seed5__replica1,1,True,5,judged,complete_n6_c2,complete
